uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week
1232,2020-03-31,No,,1.6684900000000003,Very Good,27,Male,2.0,One,1.0,0.0,No,No,0.0,Yes,No,No,No,No,5.0,Yes,No,Yes,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1233,2020-03-31,Yes,Yes,4.080830000000001,Very Good,36,Female,5.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Another race,No,Another race,Live,Caucasian,517.0,5.0,5.0,Other / Unaffiliated,,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,,,4.0,1.0,1.0,1.0,MECKLENBURG,True,week1
1234,2020-03-31,Yes,Yes,3.7767,Good,39,Male,2.0,One,1.0,1.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,550.0,2.0,4.0,Republican,,4.0,2.0,2.0,4.0,3.0,2.0,,3.0,,,,,4.0,2.0,3.0,1.0,BRUNSWICK,True,week1
1235,2020-03-31,No,,1.57194,Very Good,53,Male,3.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1236,2020-03-31,Yes,Yes,1.3315299999999999,Good,63,Male,3.0,None,0.0,,No,,3.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,Black,560.0,5.0,5.0,Democrat,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,HALIFAX,True,week1
1237,2020-03-31,No,,1.8981400000000002,Good,22,Male,3.0,One,9.0,6.0,No,No,0.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,No,Yes,,Yes,Hispanic or Latino,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1238,2020-03-31,Yes,Yes,1.41924,Good,54,Female,3.0,One,0.0,,Yes,No,,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,GUILFORD,True,week1
1239,2020-03-31,Yes,Yes,1.57194,Very Good,46,Male,3.0,One,9.0,0.0,No,No,0.0,Yes,No,Yes,No,No,9.0,No,No,No,Most are overreacting to the actual risks,No real changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,3.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,GUILFORD,True,week1
1240,2020-03-31,Yes,No,0.5587449999999999,Good,52,Male,4.0,None,9.0,9.0,No,,0.0,Yes,No,Yes,No,No,9.0,Yes,No,No,,Small changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,,Other / Unaffiliated,,2.0,3.0,1.0,3.0,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,,True,week1
1241,2020-03-31,No,,0.5587449999999999,Fair,49,Male,2.0,None,2.0,0.0,Yes,,0.0,Yes,No,No,No,No,3.0,Yes,No,Yes,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1242,2020-03-31,Yes,Yes,1.57194,Good,51,Male,4.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,WILKES,True,week1
1243,2020-03-31,Yes,Yes,4.23803,Good,26,Female,2.0,None,2.0,0.0,Yes,,0.0,No,Yes,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,3.0,3.0,Other / Unaffiliated,3.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,ALAMANCE,True,week1
1244,2020-03-31,No,,1.57194,Very Good,53,Male,4.0,Two,0.0,,No,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1245,2020-03-31,Yes,Yes,0.337294,Poor,78,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,3.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,GUILFORD,True,week1
1246,2020-03-31,Yes,Yes,0.5587449999999999,Good,58,Male,2.0,One,6.0,5.0,No,Yes,0.0,Yes,No,Yes,No,No,4.0,Yes,No,No,Most are underestimating the risks,No real changes,No,No,White,No,White,Live,Caucasian,518.0,2.0,4.0,Other / Unaffiliated,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,RANDOLPH,True,week1
1247,2020-03-31,Yes,Yes,1.05673,Good,57,Female,2.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,Live,Caucasian,560.0,1.0,5.0,Republican,3.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,PERSON,True,week1
1248,2020-03-31,Yes,Yes,1.61459,Good,48,Female,3.0,One,9.0,0.0,Yes,No,0.0,Yes,No,Yes,No,No,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,Black,518.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,GUILFORD,True,week1
1249,2020-03-31,Yes,Yes,1.6684900000000003,,24,Male,3.0,None,0.0,,No,,0.0,No,Yes,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Other / Unaffiliated,,4.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,,,5.0,2.0,2.0,1.0,GUILFORD,True,week1
1250,2020-03-31,Yes,Yes,3.40982,Very Good,41,Female,4.0,Two,9.0,9.0,Yes,No,5.0,Yes,No,Yes,Yes,Yes,7.0,Yes,,,,,,,,,White,Live,Caucasian,570.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,SCOTLAND,False,week1
1251,2020-03-31,Yes,Yes,1.26475,Very Good,46,Male,3.0,One,3.0,3.0,Yes,No,0.0,Yes,No,No,No,No,8.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,1.0,5.0,Republican,,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,,,2.0,2.0,5.0,1.0,MACON,True,week1
1252,2020-03-31,Yes,Yes,0.948923,Very Good,66,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,GUILFORD,True,week1
1253,2020-03-31,Yes,Yes,0.948923,Very Good,65,Female,1.0,None,4.0,4.0,No,,0.0,No,Yes,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,FORSYTH,True,week1
1254,2020-03-31,No,,1.41924,Good,46,Female,3.0,One,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1255,2020-03-31,Yes,Yes,4.694030000000001,Good,39,Male,,,,,,,,,,,,,,,,,,,,,,,White,Live,Caucasian,518.0,1.0,5.0,Republican,,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,,,,,3.0,1.0,5.0,1.0,DAVIDSON,False,week1
1256,2020-03-31,No,,4.694030000000001,Very Good,25,Male,3.0,None,3.0,3.0,Yes,,2.0,Yes,No,No,No,No,6.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1257,2020-03-31,No,,0.948923,Very Good,66,Female,2.0,None,0.0,,No,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1258,2020-03-31,Yes,Yes,1.7883099999999998,Good,49,Male,4.0,Two,4.0,0.0,Yes,No,0.0,Yes,No,Yes,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,Yes,,Yes,Hispanic or Latino,Live,Hispanic,518.0,3.0,5.0,Other / Unaffiliated,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,FORSYTH,True,week1
1259,2020-03-31,Yes,Yes,1.61459,Very Good,51,Female,9.0,Three or more,0.0,,No,No,5.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Asian,Yes,Asian,Live,Other,518.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,ALAMANCE,True,week1
1260,2020-03-31,No,,1.05102,Good,78,Male,2.0,None,1.0,1.0,Yes,,0.0,Yes,No,No,No,No,8.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1261,2020-03-31,Yes,Yes,1.7883099999999998,Very Good,52,Male,,,,,,,,,,,,,,,,,,,,,,,Black,Live,Black,518.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,GUILFORD,False,week1
1262,2020-03-31,Yes,Yes,4.23803,Very Good,26,Female,1.0,None,9.0,0.0,Yes,,9.0,No,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Democrat,,3.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,GUILFORD,True,week1
1263,2020-03-31,Yes,Yes,0.38372,Good,71,Female,2.0,None,1.0,0.0,Yes,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,Live,Black,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,FORSYTH,True,week1
1264,2020-03-31,Yes,Yes,3.40982,Very Good,30,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,Live,Caucasian,567.0,4.0,2.0,Other / Unaffiliated,3.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,2.0,1.0,BUNCOMBE,True,week1
1265,2020-03-31,Yes,Yes,0.504467,Good,58,Female,3.0,None,0.0,,No,,0.0,No,No,Yes,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,YADKIN,True,week1
1266,2020-03-31,Yes,Yes,1.0795299999999999,Good,66,Female,3.0,One,9.0,4.0,Yes,Yes,9.0,Yes,No,Yes,Yes,Yes,9.0,No,Yes,Unsure,Most are underestimating the risks,Large changes,Yes,Yes,,Yes,Hispanic or Latino,Live,Caucasian,518.0,5.0,5.0,Democrat,5.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,3.0,GUILFORD,True,week1
1267,2020-03-31,No,,0.271379,Good,84,Female,3.0,None,0.0,,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1268,2020-03-31,No,,1.50641,Good,25,Female,3.0,None,9.0,9.0,Yes,,9.0,No,Yes,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1269,2020-03-31,Yes,Yes,1.57194,Good,53,Male,4.0,Two,0.0,,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Other / Unaffiliated,2.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,GUILFORD,True,week1
1270,2020-03-31,Yes,Yes,1.71375,Fair,18,Female,3.0,None,0.0,,Yes,,2.0,Yes,Yes,No,No,No,,Yes,No,No,Most are underestimating the risks,Small changes,No,Yes,,No,Hispanic or Latino,Live,Hispanic,518.0,5.0,3.0,Other / Unaffiliated,,,3.0,,2.0,,,,,,,,,,1.0,2.0,1.0,FORSYTH,True,week1
1271,2020-03-31,Yes,Yes,0.373585,Good,71,Male,2.0,None,2.0,2.0,No,,0.0,No,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,DAVIDSON,True,week1
1272,2020-03-31,Yes,Yes,1.14188,Very Good,53,Female,2.0,None,1.0,1.0,Yes,,0.0,Yes,No,Yes,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,545.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CRAVEN,True,week1
1273,2020-03-31,Yes,Yes,4.694030000000001,Good,44,Male,5.0,One,1.0,1.0,Yes,No,0.0,Yes,Yes,No,No,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Hispanic,518.0,5.0,3.0,Democrat,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,,,4.0,1.0,2.0,1.0,RANDOLPH,True,week1
1274,2020-03-31,Yes,Yes,1.41924,Very Good,55,Female,2.0,None,8.0,3.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,Live,Caucasian,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,GUILFORD,True,week1
1275,2020-03-31,Yes,Yes,0.5587449999999999,Good,63,Male,2.0,None,6.0,6.0,Yes,,2.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,GUILFORD,True,week1
1276,2020-03-31,Yes,Yes,0.337294,Good,68,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,DAVIDSON,True,week1
1277,2020-03-31,No,,5.34012,Fair,37,Male,3.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1278,2020-03-31,No,,1.57194,Very Good,54,Male,1.0,None,6.0,4.0,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,Yes,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1279,2020-03-31,Yes,Yes,1.3424200000000002,Good,26,Male,2.0,None,9.0,6.0,Yes,,0.0,Yes,Yes,Yes,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,Live,Caucasian,550.0,1.0,5.0,Other / Unaffiliated,,3.0,3.0,2.0,4.0,3.0,2.0,,4.0,,,,,3.0,2.0,4.0,1.0,NEW HANOVER,True,week1
1280,2020-03-31,No,,1.05673,Good,64,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1281,2020-03-31,Yes,Yes,0.504467,Good,63,Female,4.0,Two,0.0,,Yes,No,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,FORSYTH,True,week1
1282,2020-03-31,Yes,Yes,0.373585,Fair,89,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,Live,Caucasian,518.0,5.0,5.0,Democrat,4.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,FORSYTH,True,week1
1283,2020-03-31,Yes,Yes,0.373585,Fair,75,Male,2.0,None,3.0,3.0,No,,0.0,Yes,No,No,Yes,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,FORSYTH,True,week1
1284,2020-03-31,Yes,No,0.635652,Fair,63,Male,1.0,None,9.0,0.0,Yes,,0.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,No,No,Black,Yes,Black,Live,Black,518.0,5.0,,Other / Unaffiliated,,3.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,,True,week1
1285,2020-03-31,No,,0.337294,Fair,73,Female,2.0,None,0.0,,No,,3.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1286,2020-03-31,Yes,Yes,0.337294,Very Good,83,Female,,,,,No,,2.0,No,No,No,No,No,2.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,Live,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,DAVIDSON,True,week1
1287,2020-03-31,Yes,Yes,0.5587449999999999,Good,52,Male,5.0,None,4.0,4.0,Yes,,0.0,Yes,No,Yes,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,4.0,Republican,,2.0,3.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,GUILFORD,True,week1
1288,2020-03-31,Yes,Yes,1.71375,Good,37,Female,7.0,Three or more,2.0,0.0,Yes,No,1.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Black,Yes,Black,Live,Black,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,GUILFORD,True,week1
1289,2020-03-31,Yes,Yes,0.373585,Good,80,Male,1.0,None,0.0,,No,,0.0,No,No,No,No,No,7.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,Live,Caucasian,518.0,2.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,FORSYTH,True,week1
1290,2020-03-31,No,,1.19569,Very Good,69,Male,2.0,None,1.0,0.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1291,2020-03-31,Yes,No,0.337294,Good,73,Female,2.0,None,0.0,,Yes,,0.0,No,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,Live,Caucasian,518.0,1.0,,Other / Unaffiliated,,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,,,2.0,1.0,4.0,4.0,,True,week1
1292,2020-03-31,Yes,No,0.5587449999999999,Good,51,Male,3.0,None,3.0,3.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,Live,Caucasian,518.0,3.0,,Other / Unaffiliated,,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,,True,week1
1293,2020-03-31,Yes,Yes,0.889592,Good,71,Male,1.0,None,0.0,,No,,0.0,No,No,No,No,No,3.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,Live,Caucasian,517.0,5.0,2.0,Other / Unaffiliated,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,GASTON,True,week1
1294,2020-03-31,No,,1.5272,Good,31,Male,2.0,None,0.0,,No,,1.0,Yes,No,No,No,Yes,4.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,No,Black,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1295,2020-03-31,No,,0.5380199999999999,Good,62,Male,2.0,None,3.0,2.0,Yes,,0.0,No,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,No real changes,No,No,Another race,No,Another race,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1296,2020-03-31,No,,1.41222,Good,21,Male,2.0,None,2.0,0.0,No,,3.0,No,No,No,No,Yes,9.0,Yes,No,Yes,Most are overreacting to the actual risks,Small changes,No,No,White,Yes,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1297,2020-03-31,Yes,Yes,3.7767,Good,35,Male,6.0,Three or more,0.0,,No,No,0.0,Yes,No,No,No,No,8.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,Live,Caucasian,550.0,1.0,5.0,Republican,,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,,1.0,2.0,2.0,5.0,1.0,BRUNSWICK,True,week1
1298,2020-03-31,Yes,Yes,3.58987,Very Good,22,Female,1.0,None,9.0,0.0,Yes,,3.0,No,Yes,Yes,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,Yes,,Yes,Hispanic or Latino,Live,Hispanic,560.0,5.0,4.0,Democrat,,3.0,2.0,2.0,2.0,4.0,2.0,,3.0,,,,,4.0,1.0,1.0,1.0,CUMBERLAND,True,week1
1299,2020-03-31,Yes,Yes,1.12164,Very Good,29,Female,4.0,Two,,,,,,,,,,,,,,,,,,,,,White,Live,Caucasian,560.0,1.0,3.0,Republican,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,1.0,HARNETT,False,week1
1300,2020-03-31,No,,0.889592,Very Good,74,Male,2.0,None,0.0,,No,,2.0,Yes,No,No,No,No,9.0,Yes,No,No,,Large changes,Yes,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1301,2020-03-31,Yes,Yes,1.41331,Good,41,Male,1.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,No,Black,Live,Black,560.0,5.0,4.0,Other / Unaffiliated,,3.0,2.0,2.0,3.0,3.0,2.0,,4.0,,,,,3.0,1.0,2.0,1.0,WAKE,True,week1
1302,2020-03-31,No,,1.21202,Fair,18,Female,3.0,None,4.0,4.0,No,,0.0,Yes,Yes,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,No,White,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
1303,2020-03-31,No,,0.308732,Very Good,78,Female,2.0,None,3.0,4.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,Yes,,Yes,Hispanic or Latino,Live,,,,,,,,,,,,,,,,,,,,,,,,True,week1
